customer_id,signup_date,age_group,gender,city_tier,device_type,preferred_category,tenure_days,total_orders,avg_order_value,days_since_last_order,return_rate,discount_usage_rate,email_open_rate,app_sessions_month,support_tickets,rating_avg,category_diversity,received_discount_offer,received_loyalty_points,received_free_shipping,churn_score,churned
CUST_01254,2023-11-04,25-34,Female,2,Mobile,Fashion,899,8,2172.34,46,0.086,0.3471,0.2745,3,0,3,1,1,0,0,0.2931,0
CUST_01255,2022-05-31,18-24,Female,2,Mobile,Fashion,1421,5,11266.18,4,0.0521,0.106,0.1988,2,0,2,5,0,0,0,0.3601,0
CUST_01256,2022-03-26,35-44,Female,2,Mobile,Electronics,1487,11,1007.34,73,0.1682,0.3536,0.168,1,1,5,5,1,0,0,0.3883,0
CUST_01257,2022-05-27,35-44,Female,3,Mobile,Grocery,1425,9,2585.13,70,0.143,0.506,0.1567,6,0,4,5,0,0,0,0.4064,0
CUST_01258,2023-09-16,25-34,Male,2,Mobile,Grocery,948,4,398.75,80,0.0993,0.2494,0.024,8,1,5,4,0,1,0,0.3947,1
CUST_01259,2023-01-16,18-24,Male,2,Desktop,Home,1191,7,3176.94,12,0.0638,0.4139,0.3091,4,0,5,6,0,0,0,0.3285,0
CUST_01260,2023-07-02,35-44,Male,1,Desktop,Fashion,1024,3,1470.62,6,0.1187,0.6366,0.3397,13,0,4,4,0,0,1,0.3607,0
CUST_01261,2022-10-12,45-54,Female,3,Tablet,Electronics,1287,7,700.53,24,0.1843,0.4494,0.2548,1,0,5,6,0,1,1,0.3915,0
CUST_01262,2023-12-01,55+,Female,1,Mobile,Beauty,872,8,1968.26,78,0.0637,0.5458,0.2887,5,1,3,3,1,0,0,0.3852,0
CUST_01263,2022-03-23,45-54,Female,2,Mobile,Fashion,1490,4,817.97,64,0.1043,0.0641,0.5189,1,0,5,5,1,1,0,0.3854,0
CUST_01264,2023-05-29,45-54,Female,3,Desktop,Grocery,1058,4,7207.11,46,0.366,0.6538,0.1518,8,1,2,3,0,0,1,0.5105,0
CUST_01265,2023-12-10,35-44,Male,2,Desktop,Sports,863,11,2244.98,167,0.0046,0.0838,0.0568,5,0,4,4,0,1,0,0.3511,0
CUST_01266,2023-06-07,55+,Male,2,Desktop,Electronics,1049,2,2205.29,41,0.1098,0.122,0.0609,9,0,5,4,1,0,0,0.4226,0
CUST_01267,2023-01-21,35-44,Male,1,Mobile,Electronics,1186,4,2721.76,91,0.2055,0.425,0.0984,7,0,2,2,0,1,0,0.4108,0
CUST_01268,2023-12-08,45-54,Male,3,Tablet,Electronics,865,18,1056.29,24,0.1154,0.207,0.0903,0,1,4,4,0,0,1,0.3254,0
CUST_01269,2023-04-16,55+,Male,1,Mobile,Fashion,1101,8,6549.84,62,0.2029,0.4654,0.2909,7,1,4,3,0,0,0,0.3534,0
CUST_01270,2022-04-29,55+,Female,1,Tablet,Electronics,1453,10,1678.27,46,0.3418,0.1873,0.2175,3,0,4,2,0,0,1,0.4383,1
CUST_01271,2023-01-31,25-34,Male,2,Desktop,Fashion,1176,5,468.08,1,0.4231,0.4042,0.4695,2,1,5,1,0,1,0,0.4244,1
CUST_01272,2023-06-16,18-24,Female,2,Mobile,Beauty,1040,5,1201.7,18,0.2578,0.2778,0.268,2,0,2,4,1,1,0,0.2987,0
CUST_01273,2022-09-18,25-34,Female,2,Tablet,Electronics,1311,6,2366.07,69,0.0785,0.1841,0.2887,16,2,4,5,0,0,1,0.4185,0
CUST_01274,2022-09-13,18-24,Male,2,Mobile,Electronics,1316,4,762.59,18,0.0358,0.6833,0.5007,4,0,5,3,0,0,1,0.2473,0
CUST_01275,2022-08-14,18-24,Female,3,Tablet,Grocery,1346,10,479.49,13,0.0213,0.224,0.2874,10,0,3,3,0,1,0,0.3003,0
CUST_01276,2022-02-22,25-34,Male,3,Desktop,Grocery,1519,3,2398.96,1,0.1202,0.0472,0.206,5,2,3,1,1,0,0,0.392,0
CUST_01277,2023-05-15,25-34,Male,3,Desktop,Grocery,1072,2,3390.41,6,0.1194,0.4073,0.1839,4,0,2,5,0,1,0,0.459,0
CUST_01278,2023-05-21,35-44,Male,1,Mobile,Grocery,1066,7,629.71,6,0.1305,0.4127,0.1845,1,0,5,6,1,0,0,0.2672,0
CUST_01279,2022-12-30,35-44,Male,2,Mobile,Beauty,1208,1,4336.25,106,0.0494,0.4908,0.2529,2,0,3,1,0,0,0,0.5058,1
CUST_01280,2022-10-07,25-34,Female,2,Tablet,Grocery,1292,4,9913.19,5,0.2629,0.2187,0.2499,2,0,1,4,1,0,0,0.3874,0
CUST_01281,2023-08-16,35-44,Female,2,Mobile,Grocery,979,8,3300.79,26,0.2605,0.1322,0.1393,4,0,4,1,1,0,1,0.51,1
CUST_01282,2023-12-15,35-44,Male,1,Desktop,Electronics,858,4,1268.7,59,0.1225,0.0798,0.3146,7,1,3,3,0,1,0,0.4415,0
CUST_01283,2022-06-07,35-44,Male,2,Desktop,Home,1414,22,2318.52,27,0.0741,0.5813,0.0966,2,0,4,1,1,0,1,0.1968,0
CUST_01284,2023-09-24,55+,Male,3,Desktop,Fashion,940,8,5503.84,21,0.2,0.586,0.0815,3,0,5,1,0,1,0,0.276,0
CUST_01285,2022-02-28,18-24,Female,2,Desktop,Sports,1513,9,2904.64,94,0.189,0.0863,0.0264,3,1,3,6,1,0,1,0.432,0
CUST_01286,2023-12-28,25-34,Male,2,Mobile,Fashion,845,1,987.78,91,0.0639,0.2779,0.1413,14,0,4,4,0,0,0,0.4172,0
CUST_01287,2022-05-08,25-34,Female,2,Mobile,Beauty,1444,5,2253.79,74,0.1082,0.3652,0.1455,1,0,4,4,0,0,0,0.4902,1
CUST_01288,2023-12-22,18-24,Female,2,Desktop,Grocery,851,10,1924.51,26,0.2225,0.1661,0.2035,10,1,4,2,0,1,1,0.2408,0
CUST_01289,2022-04-25,35-44,Male,2,Desktop,Fashion,1457,1,1662.69,33,0.126,0.1618,0.326,2,0,4,1,0,1,0,0.3718,0
CUST_01290,2022-07-28,25-34,Other,1,Desktop,Grocery,1363,15,1644.26,7,0.0281,0.3892,0.1614,7,1,4,5,0,0,0,0.1463,0
CUST_01291,2023-06-10,25-34,Male,2,Mobile,Grocery,1046,19,905.53,77,0.0464,0.2564,0.0521,19,0,4,5,1,0,1,0.2739,0
CUST_01292,2023-06-05,25-34,Other,3,Tablet,Fashion,1051,3,2911.51,8,0.0623,0.2861,0.129,10,0,2,3,0,0,0,0.4119,0
CUST_01293,2023-07-06,25-34,Male,3,Desktop,Fashion,1020,1,2501.01,7,0.1824,0.3095,0.2804,11,1,3,2,0,0,1,0.4565,1
CUST_01294,2022-08-25,35-44,Male,2,Mobile,Electronics,1335,11,11068.36,139,0.0138,0.37,0.39,10,0,4,1,0,0,1,0.2861,0
CUST_01295,2022-10-08,35-44,Female,1,Desktop,Electronics,1291,4,515.09,17,0.1306,0.5977,0.1427,2,0,5,3,1,0,0,0.3332,0
CUST_01296,2022-12-25,25-34,Female,3,Desktop,Fashion,1213,10,322.99,129,0.0541,0.1149,0.4913,3,1,4,3,0,1,0,0.3995,0
CUST_01297,2022-07-20,18-24,Female,1,Desktop,Home,1371,3,2192.39,111,0.0698,0.4543,0.346,3,0,4,4,0,0,0,0.3479,0
CUST_01298,2022-10-05,18-24,Male,1,Desktop,Grocery,1294,5,1750.8,93,0.0704,0.4036,0.1743,1,0,3,2,1,0,0,0.4204,0
CUST_01299,2022-08-23,18-24,Female,2,Mobile,Beauty,1337,2,1067.41,96,0.2101,0.4025,0.3313,4,1,4,5,1,0,0,0.4531,0
CUST_01300,2023-05-09,45-54,Male,2,Mobile,Beauty,1078,7,1115.37,36,0.0848,0.3776,0.4734,3,0,4,1,0,0,1,0.2384,0
CUST_01301,2022-01-04,18-24,Male,3,Mobile,Home,1568,12,5653.41,1,0.0307,0.4445,0.4316,6,0,4,1,0,0,0,0.2374,0
CUST_01302,2023-10-28,35-44,Male,3,Mobile,Grocery,906,8,1886.25,82,0.2194,0.3304,0.1381,3,0,3,6,0,0,1,0.5049,1
CUST_01303,2023-03-18,45-54,Female,1,Mobile,Grocery,1130,13,2373.34,150,0.3101,0.178,0.1901,2,0,2,5,0,1,0,0.4852,0
CUST_01304,2022-01-29,18-24,Female,1,Mobile,Fashion,1543,2,1802.95,63,0.1278,0.0578,0.1845,4,0,2,3,0,0,0,0.3847,0
CUST_01305,2022-04-19,25-34,Male,2,Desktop,Grocery,1463,6,2664.67,42,0.2938,0.074,0.286,5,1,4,3,1,0,0,0.4632,1
CUST_01306,2023-09-02,55+,Male,3,Mobile,Beauty,962,7,2852.4,9,0.1287,0.2913,0.0701,3,0,4,3,0,0,0,0.3395,0
CUST_01307,2023-12-28,45-54,Male,1,Desktop,Electronics,845,14,1231.48,111,0.209,0.515,0.333,5,0,4,2,1,1,1,0.3399,0
CUST_01308,2022-03-16,35-44,Male,2,Mobile,Grocery,1497,8,3080.27,2,0.0657,0.155,0.1494,4,0,4,1,1,0,0,0.3484,0
CUST_01309,2022-05-26,45-54,Male,2,Mobile,Fashion,1426,6,588.19,20,0.118,0.1594,0.0216,11,1,2,2,0,1,0,0.3964,1
CUST_01310,2022-05-08,45-54,Female,3,Mobile,Electronics,1444,2,1533.94,18,0.1844,0.2423,0.3566,8,0,5,5,0,1,1,0.3826,0
CUST_01311,2022-02-11,25-34,Female,1,Desktop,Fashion,1530,10,459.78,76,0.025,0.064,0.211,4,0,3,1,0,0,0,0.3656,0
CUST_01312,2022-12-22,45-54,Female,3,Mobile,Grocery,1216,5,3505.54,4,0.0748,0.0822,0.0807,0,0,5,3,1,0,1,0.4811,1
CUST_01313,2022-02-10,35-44,Male,2,Mobile,Grocery,1531,5,3740.06,7,0.059,0.443,0.2165,1,0,4,1,0,1,0,0.341,0
CUST_01314,2022-02-03,35-44,Male,1,Mobile,Fashion,1538,7,3691.37,12,0.0775,0.5158,0.3368,0,0,4,3,0,0,0,0.3686,0
CUST_01315,2022-01-17,55+,Female,1,Mobile,Grocery,1555,2,1357.04,20,0.0559,0.225,0.4436,3,0,4,4,0,1,0,0.3111,0
CUST_01316,2023-11-08,45-54,Female,1,Desktop,Beauty,895,9,1304.65,34,0.1281,0.5452,0.1432,10,0,2,6,0,1,0,0.3791,0
CUST_01317,2022-06-02,25-34,Female,2,Desktop,Fashion,1419,10,1777.24,82,0.3173,0.2091,0.1754,5,0,4,6,1,0,0,0.3547,0
CUST_01318,2023-01-13,18-24,Female,3,Mobile,Home,1194,2,879.35,22,0.0085,0.1425,0.2229,3,0,5,4,1,1,0,0.4376,1
CUST_01319,2023-08-11,35-44,Female,1,Mobile,Electronics,984,8,1796.44,12,0.0138,0.4932,0.3695,3,0,4,4,0,0,0,0.1976,0
CUST_01320,2023-08-22,35-44,Male,2,Mobile,Fashion,973,4,2512.66,2,0.2405,0.4322,0.2127,1,0,5,4,0,1,0,0.3661,0
CUST_01321,2023-09-21,35-44,Male,3,Desktop,Electronics,943,3,1995.0,14,0.5398,0.3038,0.2068,3,0,3,1,0,0,1,0.4716,0
CUST_01322,2022-12-08,55+,Female,2,Mobile,Grocery,1230,1,1576.88,22,0.1695,0.1604,0.3092,6,0,3,2,1,0,0,0.4457,1
CUST_01323,2022-01-27,45-54,Female,2,Desktop,Electronics,1545,3,1011.01,51,0.0363,0.2086,0.3387,1,1,4,2,0,0,0,0.4673,1
CUST_01324,2022-10-14,25-34,Male,2,Desktop,Beauty,1285,8,3976.8,17,0.1822,0.3412,0.157,5,0,1,4,0,1,0,0.4645,0
CUST_01325,2023-10-08,18-24,Male,2,Mobile,Home,926,9,1427.04,59,0.1181,0.0599,0.1958,3,0,5,2,0,0,0,0.3585,0
CUST_01326,2022-06-17,35-44,Female,2,Desktop,Fashion,1404,10,5429.99,16,0.1974,0.4579,0.5818,4,1,4,3,0,0,0,0.2544,0
CUST_01327,2023-09-02,35-44,Female,1,Mobile,Home,962,2,1326.06,1,0.1127,0.1553,0.1274,6,0,4,2,0,0,1,0.4323,0
CUST_01328,2022-09-25,35-44,Male,2,Mobile,Grocery,1304,4,1490.49,5,0.032,0.408,0.1659,9,1,2,2,1,0,0,0.3945,0
CUST_01329,2023-03-31,35-44,Male,3,Mobile,Electronics,1117,15,5130.19,9,0.0907,0.269,0.4325,3,0,2,3,1,0,0,0.2424,0
CUST_01330,2023-11-16,35-44,Male,1,Mobile,Beauty,887,5,970.53,18,0.3529,0.1555,0.1079,7,0,5,4,1,0,1,0.4101,1
CUST_01331,2023-02-05,25-34,Female,1,Desktop,Electronics,1171,19,3684.18,2,0.1046,0.2743,0.1904,3,0,4,4,0,0,0,0.2261,0
CUST_01332,2023-04-21,25-34,Male,3,Desktop,Beauty,1096,9,3321.21,71,0.1702,0.2321,0.1459,1,0,4,3,0,0,0,0.4069,0
CUST_01333,2023-12-03,35-44,Female,1,Tablet,Sports,870,8,1767.06,10,0.0342,0.6864,0.1883,3,0,4,4,0,0,0,0.1755,0
CUST_01334,2023-09-26,25-34,Female,1,Mobile,Home,938,11,3300.6,58,0.1687,0.2745,0.079,5,0,5,3,1,0,0,0.3561,0
CUST_01335,2023-07-12,25-34,Male,2,Mobile,Electronics,1014,12,10486.72,38,0.1602,0.1915,0.1068,5,0,5,5,1,0,1,0.2314,0
CUST_01336,2023-07-30,25-34,Female,3,Mobile,Electronics,996,9,3322.06,82,0.1594,0.2106,0.4831,12,0,4,5,0,0,0,0.3337,0
CUST_01337,2022-05-10,35-44,Male,1,Desktop,Home,1442,13,2746.53,20,0.2423,0.2395,0.2208,0,0,3,3,0,0,0,0.3128,0
CUST_01338,2022-12-29,18-24,Female,3,Mobile,Beauty,1209,18,1904.88,44,0.1032,0.3479,0.3542,5,1,4,3,1,1,0,0.2365,0
CUST_01339,2023-12-06,45-54,Female,2,Mobile,Beauty,867,3,2578.4,18,0.3559,0.0952,0.2214,3,0,5,2,0,0,1,0.4789,1
CUST_01340,2023-11-24,35-44,Male,2,Mobile,Beauty,879,9,1190.8,57,0.1414,0.2199,0.2141,6,2,5,2,0,0,0,0.3658,0
CUST_01341,2022-10-19,35-44,Male,2,Mobile,Beauty,1280,4,1442.59,21,0.1085,0.473,0.2455,10,0,2,1,1,0,1,0.3587,0
CUST_01342,2023-01-06,35-44,Female,1,Mobile,Grocery,1201,5,1222.67,102,0.1009,0.4398,0.2749,3,0,4,3,1,0,0,0.3803,0
CUST_01343,2022-01-29,25-34,Male,1,Mobile,Sports,1543,16,1178.81,115,0.1244,0.3427,0.0655,6,0,3,3,0,1,0,0.3043,0
CUST_01344,2022-05-29,35-44,Female,2,Mobile,Electronics,1423,3,512.18,127,0.0355,0.1022,0.2548,0,0,4,6,0,0,1,0.4595,0
CUST_01345,2022-10-23,55+,Male,1,Mobile,Beauty,1276,6,4891.78,48,0.0949,0.2093,0.2701,0,0,5,3,0,0,0,0.3255,0
CUST_01346,2022-01-11,45-54,Female,3,Mobile,Grocery,1561,6,991.16,10,0.2779,0.0582,0.2391,5,1,4,5,0,0,0,0.3841,0
CUST_01347,2023-05-27,55+,Female,2,Desktop,Home,1060,4,438.7,71,0.0066,0.4216,0.3641,4,0,2,5,1,0,0,0.385,0
CUST_01348,2023-11-07,35-44,Female,2,Mobile,Home,896,8,1572.14,8,0.0684,0.2375,0.0369,14,0,3,1,1,0,0,0.3552,0
CUST_01349,2022-04-23,25-34,Male,3,Mobile,Fashion,1459,4,2080.12,54,0.0405,0.1441,0.1372,6,0,4,1,0,0,0,0.4714,1
CUST_01350,2022-07-06,18-24,Male,3,Desktop,Beauty,1385,6,783.76,142,0.1588,0.0737,0.3814,3,0,2,1,0,0,0,0.5497,0
CUST_01351,2022-08-15,35-44,Male,3,Mobile,Home,1345,7,930.05,19,0.0655,0.2386,0.0949,12,1,4,3,1,0,0,0.3795,0
CUST_01352,2022-11-06,25-34,Male,3,Desktop,Fashion,1262,7,1988.48,1,0.1681,0.1351,0.3011,5,0,4,1,0,0,0,0.4395,0
CUST_01353,2022-04-08,25-34,Female,2,Mobile,Sports,1474,8,2399.42,68,0.0104,0.1166,0.335,4,1,1,5,0,0,0,0.3534,0
CUST_01354,2022-02-24,45-54,Female,1,Mobile,Grocery,1517,15,750.75,73,0.1057,0.0814,0.287,1,0,2,4,0,0,0,0.4358,1
CUST_01355,2023-09-15,25-34,Male,1,Mobile,Fashion,949,3,1194.87,9,0.1312,0.1383,0.1348,2,0,3,3,1,1,0,0.42,0
CUST_01356,2023-10-26,25-34,Female,1,Desktop,Sports,908,1,3128.0,30,0.25,0.2919,0.2352,2,1,3,4,1,0,0,0.4375,0
CUST_01357,2023-02-10,45-54,Male,1,Mobile,Sports,1166,9,1499.76,21,0.1414,0.4338,0.3009,3,1,5,5,0,0,0,0.2191,0
CUST_01358,2022-03-10,45-54,Male,3,Mobile,Fashion,1503,2,2612.63,1,0.3247,0.2221,0.5483,5,0,4,1,0,1,1,0.3708,0
CUST_01359,2022-11-08,25-34,Female,3,Mobile,Beauty,1260,9,2138.8,55,0.0487,0.4367,0.2475,5,1,4,1,1,1,0,0.4225,0
CUST_01360,2022-10-16,45-54,Female,2,Mobile,Electronics,1283,14,717.89,15,0.1302,0.2468,0.2342,1,0,2,6,0,0,0,0.3261,0
CUST_01361,2023-07-02,45-54,Female,2,Mobile,Fashion,1024,1,669.25,115,0.1939,0.2896,0.2274,5,0,3,1,0,0,0,0.5017,1
CUST_01362,2022-05-28,25-34,Male,2,Mobile,Electronics,1424,12,4136.28,69,0.198,0.2397,0.3171,8,1,3,3,1,0,0,0.329,0
CUST_01363,2023-04-12,18-24,Male,1,Desktop,Fashion,1105,12,11064.67,65,0.0699,0.2893,0.3593,6,0,3,3,1,0,1,0.3499,0
CUST_01364,2022-09-01,18-24,Male,3,Mobile,Home,1328,12,4147.43,55,0.1972,0.0539,0.4047,6,1,4,2,1,1,0,0.3985,0
CUST_01365,2023-05-06,35-44,Female,1,Desktop,Beauty,1081,5,857.66,29,0.1049,0.5271,0.2417,1,3,5,3,0,1,0,0.3016,0
CUST_01366,2023-05-22,25-34,Female,2,Mobile,Beauty,1065,3,1787.77,8,0.0674,0.3821,0.2694,2,0,5,3,0,0,0,0.2678,0
CUST_01367,2022-12-31,55+,Male,1,Mobile,Electronics,1207,9,3742.75,30,0.1736,0.0724,0.2127,1,1,3,2,0,0,0,0.4301,0
CUST_01368,2023-04-27,45-54,Female,3,Tablet,Grocery,1090,8,1926.7,5,0.2477,0.2255,0.4053,3,0,3,5,0,1,1,0.4005,0
CUST_01369,2022-07-20,45-54,Male,2,Desktop,Fashion,1371,7,4963.97,125,0.4199,0.1238,0.3885,1,0,3,6,1,0,1,0.5286,0
CUST_01370,2022-06-03,55+,Female,2,Mobile,Beauty,1418,9,2899.04,5,0.3574,0.3672,0.1441,2,0,4,2,1,0,0,0.2854,0
CUST_01371,2023-03-26,45-54,Male,1,Mobile,Electronics,1122,3,4908.86,1,0.0686,0.1622,0.7689,1,0,5,3,0,0,0,0.2801,0
CUST_01372,2023-05-16,25-34,Male,2,Desktop,Fashion,1071,13,1078.97,1,0.1451,0.2779,0.2768,5,0,5,6,1,0,0,0.2202,0
CUST_01373,2022-03-14,25-34,Male,2,Tablet,Sports,1499,10,4019.73,68,0.2422,0.1062,0.3098,3,0,5,1,0,1,0,0.3693,0
CUST_01374,2023-12-14,35-44,Male,1,Desktop,Electronics,859,4,705.97,21,0.3055,0.239,0.0641,4,0,2,2,0,1,0,0.4302,0
CUST_01375,2022-10-23,25-34,Female,3,Desktop,Grocery,1276,7,3001.87,7,0.1716,0.1046,0.2816,0,0,3,2,0,0,0,0.4371,0
CUST_01376,2022-01-17,35-44,Female,3,Mobile,Fashion,1555,13,906.24,58,0.2129,0.1287,0.1629,5,0,2,1,0,1,0,0.389,0
CUST_01377,2023-10-03,35-44,Female,2,Tablet,Electronics,931,22,253.92,29,0.2721,0.102,0.0387,3,0,3,5,0,0,0,0.3349,0
CUST_01378,2022-08-05,55+,Female,2,Mobile,Fashion,1355,5,1640.07,34,0.0943,0.2942,0.0435,1,0,5,5,0,0,0,0.3129,0
CUST_01379,2022-03-02,25-34,Male,3,Mobile,Sports,1511,5,1686.81,32,0.2646,0.1384,0.0228,4,0,2,4,1,0,0,0.4724,1
CUST_01380,2023-09-08,45-54,Female,1,Tablet,Home,956,6,2552.72,90,0.0408,0.3364,0.3635,1,0,4,3,1,0,0,0.3081,0
CUST_01381,2022-02-11,25-34,Female,1,Mobile,Fashion,1530,4,749.68,17,0.1792,0.0813,0.1979,7,1,4,1,0,0,0,0.4039,0
CUST_01382,2022-01-25,35-44,Male,1,Mobile,Grocery,1547,2,1478.72,119,0.1157,0.3719,0.1633,8,0,4,5,0,0,1,0.4988,0
CUST_01383,2022-02-08,18-24,Male,1,Mobile,Grocery,1533,15,1045.8,5,0.1885,0.6952,0.4392,3,0,5,4,0,0,0,0.108,0
CUST_01384,2022-05-11,45-54,Female,2,Desktop,Fashion,1441,3,2460.0,36,0.2648,0.1719,0.2695,4,1,4,4,0,0,1,0.4282,1
CUST_01385,2023-05-13,18-24,Male,1,Mobile,Fashion,1074,10,3283.86,51,0.0234,0.0059,0.0248,4,0,4,5,0,0,0,0.3454,0
CUST_01386,2022-08-17,35-44,Female,2,Mobile,Grocery,1343,6,11713.4,40,0.125,0.137,0.2678,1,2,4,5,0,1,0,0.356,0
CUST_01387,2022-04-18,18-24,Male,2,Mobile,Beauty,1464,4,1836.96,106,0.0401,0.1184,0.112,5,0,5,4,0,0,0,0.333,0
CUST_01388,2022-06-21,25-34,Female,2,Mobile,Fashion,1400,3,529.3,9,0.1438,0.1881,0.422,2,2,1,5,0,1,1,0.4053,1
CUST_01389,2023-03-11,35-44,Female,2,Desktop,Beauty,1137,3,620.0,56,0.2826,0.2552,0.0957,6,0,5,2,0,1,0,0.3853,0
CUST_01390,2023-04-23,25-34,Male,3,Mobile,Home,1094,5,1307.77,23,0.1058,0.2238,0.0258,8,1,5,4,1,1,0,0.4113,0
CUST_01391,2022-04-12,25-34,Male,2,Mobile,Electronics,1470,9,1373.68,12,0.2306,0.1694,0.1599,3,0,4,4,0,0,1,0.3427,0
CUST_01392,2023-06-08,25-34,Male,1,Mobile,Electronics,1048,1,1501.83,2,0.0815,0.4455,0.1496,3,0,3,5,1,0,0,0.422,0
CUST_01393,2022-10-02,35-44,Male,2,Mobile,Home,1297,15,4374.59,6,0.0502,0.1649,0.0444,5,0,4,2,0,0,0,0.3734,0
CUST_01394,2023-09-05,35-44,Female,1,Mobile,Electronics,959,16,2224.08,11,0.077,0.4945,0.2381,2,0,5,3,0,0,0,0.2403,0
CUST_01395,2022-02-13,18-24,Male,2,Mobile,Beauty,1528,11,1838.8,38,0.1356,0.4966,0.3106,5,1,5,4,1,1,1,0.2742,0
CUST_01396,2022-01-17,35-44,Female,3,Mobile,Grocery,1555,4,1893.95,126,0.0571,0.2186,0.2123,0,0,4,5,1,1,0,0.4718,1
CUST_01397,2022-11-26,18-24,Male,1,Mobile,Electronics,1242,3,976.75,13,0.0624,0.3093,0.2235,6,0,5,1,0,0,0,0.2972,0
CUST_01398,2023-07-23,35-44,Female,2,Tablet,Electronics,1003,9,3634.68,3,0.2036,0.1557,0.3591,0,0,5,6,1,0,0,0.1983,0
CUST_01399,2023-05-12,25-34,Female,1,Desktop,Grocery,1075,2,251.18,17,0.0815,0.0681,0.0804,2,0,4,2,1,0,0,0.3461,0
CUST_01400,2022-01-12,35-44,Male,3,Mobile,Electronics,1560,9,961.77,217,0.0671,0.1153,0.3481,6,1,4,5,0,0,1,0.5126,1
CUST_01401,2022-11-14,25-34,Female,2,Mobile,Sports,1254,7,809.11,61,0.1049,0.1904,0.2917,7,0,4,2,0,0,0,0.4261,0
CUST_01402,2023-08-15,55+,Female,2,Mobile,Grocery,980,4,537.31,6,0.0505,0.5323,0.3346,7,1,5,1,0,0,0,0.3073,0
CUST_01403,2022-08-04,25-34,Male,2,Tablet,Fashion,1356,8,3443.96,8,0.1111,0.1768,0.1095,7,0,4,1,0,0,0,0.2985,0
CUST_01404,2022-12-05,25-34,Female,2,Mobile,Electronics,1233,3,2038.65,36,0.2036,0.5725,0.236,0,0,5,1,0,1,0,0.3498,0
CUST_01405,2023-10-23,25-34,Male,2,Mobile,Sports,911,5,385.6,8,0.1187,0.4038,0.3365,2,0,1,4,1,0,0,0.2934,0
CUST_01406,2022-03-22,45-54,Male,2,Tablet,Beauty,1491,13,1694.43,231,0.0804,0.1662,0.6829,0,0,4,5,0,0,1,0.4766,0
CUST_01407,2023-12-28,35-44,Female,2,Mobile,Beauty,845,2,1519.38,66,0.0256,0.1881,0.0755,1,2,5,4,1,1,0,0.4658,1
CUST_01408,2023-04-30,35-44,Female,2,Mobile,Electronics,1087,6,1258.95,1,0.1107,0.2901,0.4632,7,0,5,6,0,0,0,0.2495,0
CUST_01409,2023-01-09,55+,Female,2,Mobile,Grocery,1198,8,1166.28,13,0.022,0.4587,0.3049,11,1,3,1,1,0,0,0.3042,0
CUST_01410,2023-12-11,55+,Male,2,Mobile,Sports,862,6,3015.73,12,0.2151,0.3079,0.5625,2,0,5,1,1,1,0,0.3077,0
CUST_01411,2022-07-19,35-44,Female,1,Mobile,Beauty,1372,14,2600.57,68,0.2301,0.1418,0.0536,6,0,1,4,0,0,0,0.4178,0
CUST_01412,2023-06-21,25-34,Female,2,Desktop,Electronics,1035,8,897.99,20,0.2403,0.2344,0.2199,10,1,2,6,0,0,0,0.3194,0
CUST_01413,2023-04-11,45-54,Female,3,Mobile,Home,1106,7,2456.38,14,0.2377,0.6863,0.2951,10,0,5,6,1,0,0,0.3139,0
CUST_01414,2022-03-30,25-34,Male,3,Desktop,Electronics,1483,7,2821.59,45,0.1905,0.1875,0.2003,2,1,4,5,0,0,0,0.4345,1
CUST_01415,2022-09-25,35-44,Female,1,Tablet,Grocery,1304,7,2696.12,71,0.0755,0.1469,0.2681,1,0,5,4,0,1,1,0.3939,0
CUST_01416,2023-10-17,35-44,Female,2,Desktop,Home,917,4,2958.19,129,0.0614,0.2686,0.1387,6,0,4,5,1,0,0,0.4584,1
CUST_01417,2023-07-25,45-54,Male,2,Desktop,Sports,1001,15,452.78,80,0.1377,0.5697,0.5625,5,1,3,1,0,1,0,0.2579,0
CUST_01418,2023-05-04,35-44,Other,2,Tablet,Beauty,1083,3,3163.18,49,0.2753,0.4629,0.4012,4,0,1,1,1,0,1,0.3903,1
CUST_01419,2023-06-22,35-44,Male,2,Mobile,Sports,1034,7,1135.7,18,0.0469,0.4416,0.128,4,1,4,4,0,0,0,0.3345,0
CUST_01420,2022-02-16,55+,Male,2,Mobile,Beauty,1525,8,1576.43,29,0.3555,0.3754,0.0692,4,1,3,2,0,0,0,0.4253,0
CUST_01421,2022-10-15,18-24,Female,1,Tablet,Electronics,1284,11,939.94,32,0.2482,0.3195,0.0562,6,0,5,1,1,1,0,0.3516,0
CUST_01422,2022-01-16,25-34,Other,1,Mobile,Fashion,1556,6,2111.75,30,0.2152,0.3754,0.0613,6,0,3,2,0,0,0,0.3104,0
CUST_01423,2023-12-12,35-44,Male,1,Mobile,Fashion,861,9,4313.18,140,0.1688,0.304,0.2203,6,0,1,2,1,0,1,0.5451,0
CUST_01424,2023-02-05,55+,Male,2,Mobile,Grocery,1171,5,8592.06,59,0.0506,0.2772,0.0889,5,0,1,6,0,0,1,0.3398,0
CUST_01425,2022-03-27,18-24,Female,1,Desktop,Fashion,1486,1,2894.27,2,0.3065,0.2078,0.1174,2,0,5,3,1,0,0,0.4323,1
CUST_01426,2022-09-07,18-24,Female,1,Tablet,Sports,1322,5,1216.51,36,0.3072,0.3767,0.0235,3,2,4,2,0,0,0,0.4263,0
